EmployeeID,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
84,55,Non-Travel,335,Research & Development,20,3,Medical,2,Female,70,1,2,Research Scientist,4,Divorced,2811,9125,0,Yes,16,3,4,3,16,0,3,5,10,1,7
101,60,Travel_Rarely,1320,Human Resources,28,4,Human Resources,3,Male,49,3,1,Human Resources,1,Divorced,2451,6984,1,Yes,21,4,4,0,4,5,3,6,4,1,2
105,25,Non-Travel,916,Research & Development,23,2,Life Sciences,3,Male,46,2,2,Healthcare Representative,4,Divorced,5238,12549,0,No,14,3,4,1,4,3,4,4,4,1,1
126,52,Travel_Rarely,1200,Research & Development,2,3,Other,3,Female,79,2,1,Research Scientist,2,Married,6870,15998,4,No,20,3,3,0,24,2,2,22,6,0,11
127,26,Travel_Rarely,1070,Research & Development,1,4,Medical,4,Female,54,3,3,Healthcare Representative,4,Married,4078,24668,0,No,13,3,4,1,5,2,2,1,14,0,4
131,28,Travel_Frequently,883,Research & Development,9,3,Medical,2,Female,78,4,1,Research Scientist,3,Single,3069,21016,2,No,14,3,4,0,25,1,3,3,11,0,4
149,44,Travel_Rarely,911,Research & Development,3,4,Life Sciences,3,Male,50,3,1,Laboratory Technician,1,Married,4684,11737,3,No,16,4,4,1,9,3,3,2,7,2,9
154,38,Travel_Rarely,1102,Research & Development,7,3,Life Sciences,2,Male,88,3,2,Laboratory Technician,2,Divorced,2451,18420,4,No,13,3,3,1,19,3,1,10,4,3,2
161,44,Travel_Rarely,1395,Research & Development,9,1,Medical,3,Male,69,3,1,Research Scientist,4,Married,3660,6219,3,No,14,4,1,2,7,4,3,20,2,0,6
167,41,Travel_Rarely,465,Research & Development,15,3,Life Sciences,1,Male,37,3,1,Research Scientist,3,Divorced,1563,11924,8,No,21,3,1,1,27,4,3,2,2,1,2
170,44,Travel_Rarely,589,Research & Development,4,5,Life Sciences,3,Male,60,3,1,Research Scientist,3,Single,1416,5972,5,No,16,4,1,0,5,2,3,5,8,3,7
171,35,Travel_Rarely,1225,Research & Development,26,3,Technical Degree,3,Male,72,3,1,Research Scientist,2,Married,9724,10310,0,Yes,12,3,4,1,6,4,2,3,0,1,3
172,36,Travel_Frequently,1490,Sales,1,1,Technical Degree,3,Female,43,1,1,Sales Representative,1,Single,3038,3487,5,No,19,4,1,0,4,6,4,5,0,0,12
174,34,Non-Travel,1334,Research & Development,10,3,Medical,3,Male,36,3,2,Laboratory Technician,1,Divorced,2380,13008,1,No,13,3,3,2,6,0,3,2,2,13,8
181,32,Travel_Rarely,959,Research & Development,10,1,Medical,3,Female,66,3,1,Research Scientist,4,Married,5914,7360,1,Yes,14,4,3,1,1,3,3,12,0,0,2
185,28,Travel_Rarely,309,Research & Development,4,2,Medical,4,Female,82,4,2,Manufacturing Director,1,Divorced,2187,6020,9,No,12,3,3,2,6,3,3,12,3,4,0
201,58,Travel_Frequently,430,Research & Development,8,1,Technical Degree,3,Male,43,2,2,Manufacturing Director,1,Married,2426,23016,1,No,14,3,3,1,10,5,3,22,2,1,0
203,46,Travel_Frequently,381,Research & Development,1,4,Medical,4,Male,96,3,1,Research Scientist,3,Divorced,6142,10205,1,Yes,23,3,4,1,6,2,4,4,2,0,2
209,41,Non-Travel,796,Research & Development,5,5,Life Sciences,4,Male,93,2,2,Healthcare Representative,4,Married,2207,26862,1,No,13,3,4,1,6,2,1,13,1,1,7
211,33,Travel_Rarely,1278,Sales,12,4,Medical,4,Male,51,1,3,Sales Executive,4,Married,8474,26933,4,No,11,3,3,0,15,3,2,0,8,0,3
212,26,Non-Travel,170,Research & Development,2,1,Life Sciences,3,Male,66,2,3,Manufacturing Director,3,Single,13245,22955,9,No,15,4,3,0,11,2,3,10,7,1,7
215,46,Travel_Rarely,1194,Research & Development,18,3,Technical Degree,4,Female,53,3,1,Research Scientist,1,Single,2694,3339,2,Yes,21,3,3,0,6,2,3,0,8,1,0
221,31,Travel_Rarely,525,Research & Development,8,2,Life Sciences,4,Male,85,3,2,Laboratory Technician,2,Single,1569,8556,4,No,17,3,4,0,5,3,4,2,8,4,7
233,37,Travel_Rarely,717,Human Resources,2,2,Medical,2,Male,60,3,1,Human Resources,3,Married,10552,4488,0,No,14,3,4,0,7,2,2,1,0,3,2
253,45,Travel_Rarely,1134,Research & Development,16,3,Life Sciences,3,Male,54,3,1,Research Scientist,4,Single,2836,21447,3,No,19,3,1,0,11,6,3,5,0,0,0
254,31,Travel_Rarely,381,Research & Development,4,2,Life Sciences,4,Female,46,4,2,Research Scientist,1,Single,2348,23888,5,Yes,13,3,3,0,0,1,3,31,5,6,8
269,59,Travel_Rarely,300,Research & Development,2,2,Medical,3,Male,72,3,4,Healthcare Representative,4,Married,10447,2125,0,Yes,14,3,2,0,12,1,3,7,2,4,1
280,42,Travel_Rarely,852,Research & Development,17,1,Life Sciences,1,Male,60,3,5,Research Director,2,Divorced,7446,15717,0,No,14,3,1,2,2,0,2,7,0,0,3
281,41,Travel_Rarely,433,Research & Development,18,4,Medical,3,Male,40,3,4,Research Director,3,Married,17584,9150,5,Yes,11,3,4,3,2,2,2,2,0,6,4
290,43,Travel_Rarely,194,Research & Development,6,2,Life Sciences,4,Female,88,3,1,Research Scientist,4,Single,2936,6393,4,No,13,4,4,0,17,5,3,3,7,13,0
364,34,Travel_Rarely,1154,Sales,5,3,Marketing,4,Female,66,3,1,Sales Representative,3,Single,4450,8842,3,Yes,22,3,2,0,31,2,3,5,2,0,0
371,30,Travel_Rarely,1242,Sales,16,3,Life Sciences,3,Female,49,4,1,Sales Representative,2,Single,2853,9129,2,No,15,3,4,0,12,4,3,1,8,11,17
388,34,Travel_Rarely,957,Sales,8,2,Marketing,4,Female,46,3,2,Sales Executive,2,Divorced,2096,7501,3,No,13,3,3,2,4,2,3,15,0,0,3
409,28,Travel_Rarely,1245,Research & Development,10,2,Life Sciences,4,Female,63,3,4,Manager,4,Married,19144,23522,7,No,17,3,4,0,5,2,1,2,7,9,2
448,43,Travel_Rarely,754,Sales,4,3,Marketing,2,Male,98,3,2,Sales Executive,3,Married,5126,21436,7,No,19,3,3,0,36,2,3,6,7,0,2
454,24,Travel_Frequently,472,Human Resources,2,4,Life Sciences,2,Female,59,3,1,Human Resources,3,Divorced,2001,8984,1,Yes,17,3,2,1,3,3,2,9,10,0,6
461,30,Travel_Rarely,1385,Sales,14,2,Medical,1,Male,94,3,2,Sales Executive,3,Divorced,2329,4609,7,No,11,3,1,2,18,2,3,3,8,1,5
466,45,Travel_Frequently,895,Research & Development,1,1,Medical,1,Female,32,3,3,Healthcare Representative,3,Married,4777,5456,4,No,11,3,4,0,10,5,2,1,2,0,0
468,22,Non-Travel,1256,Sales,6,4,Medical,1,Male,80,3,3,Sales Executive,2,Divorced,7005,22482,1,No,11,3,4,1,6,3,3,10,2,0,3
474,31,Travel_Rarely,1490,Research & Development,3,4,Life Sciences,4,Male,35,2,5,Research Director,3,Divorced,6632,12388,4,Yes,12,3,3,1,29,2,3,4,9,0,2
479,44,Travel_Rarely,1427,Sales,10,1,Medical,2,Male,100,3,1,Sales Representative,3,Married,5042,6961,5,No,15,3,3,0,20,2,3,5,9,4,2
485,25,Travel_Rarely,163,Sales,2,4,Medical,1,Male,73,4,2,Sales Executive,4,Divorced,13320,12086,5,No,11,4,4,2,7,2,4,10,7,1,11
488,59,Travel_Rarely,1256,Research & Development,1,3,Life Sciences,4,Female,95,2,1,Research Scientist,2,Single,3708,26968,1,No,15,3,4,0,10,2,4,7,7,2,2
508,44,Travel_Rarely,1210,Sales,24,2,Medical,2,Female,87,3,2,Sales Executive,3,Married,2342,14811,1,No,11,3,1,1,10,4,2,3,0,1,0
537,36,Travel_Rarely,1157,Sales,2,4,Marketing,1,Male,96,3,2,Sales Executive,1,Single,5154,25657,0,No,13,3,4,0,1,3,3,6,8,1,3
544,35,Non-Travel,1370,Research & Development,7,3,Medical,1,Male,45,1,1,Laboratory Technician,3,Single,5561,15067,5,No,19,3,3,0,7,5,3,9,2,1,2
550,32,Travel_Rarely,1117,Research & Development,12,2,Medical,2,Female,81,3,2,Healthcare Representative,3,Single,3978,10302,3,No,11,3,4,0,5,3,3,4,11,1,2
559,45,Travel_Frequently,120,Research & Development,1,4,Life Sciences,1,Male,32,3,2,Laboratory Technician,4,Married,6545,6208,1,No,16,3,4,2,1,3,3,1,7,2,9
564,25,Travel_Rarely,1303,Sales,26,1,Medical,3,Female,56,3,2,Sales Executive,4,Single,2799,18686,2,No,20,4,2,0,31,3,2,8,2,0,0
565,45,Travel_Rarely,234,Sales,6,2,Technical Degree,2,Male,67,1,2,Sales Representative,3,Single,5617,11757,1,No,11,3,1,0,14,2,3,6,0,1,0
568,22,Travel_Rarely,759,Sales,25,3,Other,4,Male,55,3,2,Sales Executive,4,Single,2716,4306,1,No,18,4,3,0,1,6,3,6,5,0,2
587,21,Non-Travel,598,Research & Development,10,3,Life Sciences,3,Male,58,2,1,Laboratory Technician,2,Divorced,5454,10589,1,No,12,3,3,3,1,5,3,5,7,1,0
609,38,Travel_Rarely,1488,Sales,9,1,Medical,3,Male,43,3,2,Sales Executive,4,Single,2325,4223,3,No,15,3,3,0,9,5,2,10,11,0,0
611,35,Travel_Rarely,1351,Research & Development,9,1,Technical Degree,3,Male,62,2,3,Research Director,4,Divorced,10312,26841,8,Yes,11,3,2,1,10,3,3,1,3,15,7
634,33,Travel_Rarely,309,Human Resources,12,3,Life Sciences,1,Male,37,2,1,Human Resources,1,Married,4332,23037,8,No,13,4,3,0,1,5,3,1,2,0,8
639,41,Travel_Rarely,653,Sales,4,1,Marketing,3,Male,94,2,2,Sales Executive,1,Married,12808,18659,1,No,11,3,1,0,5,1,4,9,7,0,0
646,31,Travel_Rarely,154,Sales,11,3,Medical,2,Female,66,2,1,Sales Representative,3,Divorced,2515,3465,1,Yes,18,3,3,3,5,3,3,2,7,0,4
648,31,Travel_Rarely,1034,Research & Development,2,3,Technical Degree,4,Male,57,2,3,Manufacturing Director,2,Married,19636,16873,2,No,13,3,1,0,10,5,3,4,0,0,2
664,38,Travel_Rarely,1439,Research & Development,1,1,Other,4,Female,80,3,1,Research Scientist,4,Single,7510,9945,1,No,11,3,1,0,10,1,2,5,8,1,7
668,37,Travel_Rarely,1045,Research & Development,5,4,Life Sciences,2,Female,56,1,1,Laboratory Technician,4,Divorced,2996,9697,6,Yes,11,3,3,1,1,2,2,7,1,4,2
674,27,Travel_Rarely,1278,Research & Development,2,4,Other,3,Male,84,2,1,Research Scientist,1,Single,9525,2104,2,Yes,19,3,2,0,6,3,3,7,3,0,9
675,34,Travel_Rarely,1097,Research & Development,20,3,Technical Degree,3,Female,63,2,3,Healthcare Representative,2,Divorced,3310,21075,1,Yes,22,3,4,1,9,3,3,11,9,5,2
676,30,Travel_Rarely,807,Sales,24,4,Life Sciences,2,Male,93,2,1,Sales Representative,3,Married,2851,15815,1,No,18,3,2,0,1,3,4,22,3,0,15
718,35,Travel_Rarely,556,Research & Development,8,4,Technical Degree,3,Female,61,3,1,Laboratory Technician,2,Married,5484,21643,3,No,16,3,2,1,10,3,3,2,2,0,0
735,42,Travel_Rarely,156,Research & Development,3,1,Life Sciences,2,Male,76,1,1,Laboratory Technician,1,Married,5968,4267,3,No,11,3,1,1,10,1,2,3,2,0,13
745,26,Travel_Rarely,1448,Research & Development,8,2,Medical,1,Female,79,1,2,Healthcare Representative,2,Married,2450,25422,4,No,11,3,1,0,13,2,1,9,0,1,3
751,37,Travel_Rarely,1040,Sales,28,3,Medical,4,Female,81,4,4,Sales Executive,4,Married,4256,19665,0,Yes,20,3,3,1,20,4,3,5,8,1,0
778,34,Travel_Rarely,665,Research & Development,13,3,Life Sciences,3,Female,68,2,1,Laboratory Technician,1,Single,2272,26458,1,No,22,3,1,0,10,3,2,0,3,2,9
789,30,Travel_Rarely,1176,Research & Development,28,3,Other,3,Female,74,3,2,Research Scientist,3,Single,5346,9679,9,No,23,3,4,0,9,0,4,3,2,9,2
794,27,Travel_Rarely,954,Research & Development,1,2,Life Sciences,1,Male,97,3,1,Laboratory Technician,3,Divorced,7082,15850,0,No,14,3,4,1,8,2,2,3,3,0,0
796,27,Travel_Rarely,304,Sales,6,4,Life Sciences,4,Female,62,2,2,Sales Executive,4,Divorced,10466,25479,6,Yes,22,3,3,3,11,1,3,9,2,6,0
809,33,Travel_Rarely,1206,Research & Development,23,4,Life Sciences,3,Female,55,3,1,Research Scientist,4,Divorced,6694,17312,2,No,12,4,1,1,15,3,3,9,5,0,4
827,41,Travel_Rarely,818,Human Resources,1,3,Human Resources,3,Male,65,4,1,Human Resources,3,Married,3986,6670,4,No,21,3,4,1,13,6,4,4,2,0,9
843,39,Travel_Rarely,1107,Research & Development,9,1,Life Sciences,3,Female,99,3,1,Laboratory Technician,4,Married,18213,13586,1,Yes,12,3,4,0,5,3,2,6,0,1,1
858,31,Travel_Rarely,1273,Research & Development,29,4,Life Sciences,3,Male,45,3,1,Research Scientist,3,Single,4717,8931,7,Yes,25,3,3,0,10,1,3,10,7,1,0
860,31,Travel_Rarely,530,Research & Development,18,1,Life Sciences,2,Female,31,1,1,Research Scientist,4,Married,6180,3787,1,Yes,12,3,1,1,11,3,2,10,0,5,4
861,47,Travel_Frequently,1396,Research & Development,1,4,Life Sciences,3,Male,46,2,1,Research Scientist,4,Married,2238,24666,1,Yes,15,3,2,1,9,0,3,1,9,0,3
870,35,Travel_Rarely,501,Research & Development,3,2,Life Sciences,4,Male,34,3,5,Research Director,2,Married,10903,13364,4,No,16,3,1,1,9,5,3,3,0,4,14
876,37,Travel_Rarely,1092,Research & Development,10,4,Other,4,Male,74,3,2,Research Scientist,4,Single,4739,17258,5,No,11,4,2,0,16,3,3,5,2,1,0
907,37,Travel_Rarely,1198,Research & Development,2,3,Technical Degree,3,Female,100,4,1,Research Scientist,3,Married,5993,9255,1,No,17,3,4,0,8,5,2,7,2,0,7
908,46,Travel_Rarely,1485,Sales,13,3,Marketing,2,Male,94,3,5,Manager,2,Married,13496,20948,1,No,14,3,3,1,17,2,3,9,4,0,13
925,21,Travel_Rarely,325,Research & Development,19,1,Life Sciences,3,Male,47,3,1,Research Scientist,3,Married,2741,10826,1,Yes,19,3,4,0,7,3,3,6,10,2,0
975,32,Travel_Frequently,841,Sales,23,1,Life Sciences,4,Male,37,1,2,Sales Executive,4,Single,5906,5182,4,No,11,4,2,0,21,2,3,20,4,2,0
990,55,Travel_Rarely,269,Research & Development,2,1,Life Sciences,3,Male,51,3,1,Research Scientist,3,Married,19081,26250,1,Yes,18,3,4,0,26,2,3,3,2,1,7
992,20,Travel_Rarely,809,Sales,26,1,Marketing,3,Male,89,3,2,Sales Executive,2,Married,5329,11912,0,Yes,13,3,1,3,6,2,2,6,2,0,2
1021,45,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,1,Male,40,3,1,Research Scientist,4,Married,2778,7744,3,No,17,3,3,1,6,3,2,8,0,3,8
1034,29,Travel_Frequently,499,Research & Development,1,5,Life Sciences,3,Female,89,4,3,Manufacturing Director,2,Single,6883,20392,3,No,14,3,1,0,8,4,3,1,0,4,0
1055,42,Travel_Rarely,371,Research & Development,16,4,Life Sciences,3,Male,57,3,3,Healthcare Representative,2,Divorced,5562,24052,1,No,12,3,2,2,9,0,3,1,9,7,3
1061,19,Travel_Frequently,465,Research & Development,9,3,Medical,2,Male,52,3,1,Laboratory Technician,1,Single,2168,22673,0,Yes,22,3,3,0,20,2,2,6,4,4,4
1070,34,Travel_Rarely,341,Research & Development,5,3,Life Sciences,1,Male,85,2,1,Research Scientist,3,Divorced,5460,24223,1,No,13,3,4,1,11,2,1,2,3,0,0
1083,55,Travel_Rarely,685,Research & Development,5,1,Life Sciences,1,Male,69,3,2,Laboratory Technician,3,Single,6815,23648,2,No,14,3,2,0,17,6,3,13,8,1,4
1089,53,Travel_Rarely,111,Research & Development,10,3,Medical,3,Male,60,2,1,Laboratory Technician,2,Married,2267,3376,0,No,19,3,2,1,20,3,3,13,0,0,0
1105,36,Travel_Rarely,602,Research & Development,5,3,Life Sciences,3,Male,45,4,1,Research Scientist,3,Married,5160,20989,0,No,24,3,1,2,4,6,2,1,4,0,2
1106,29,Travel_Rarely,1272,Sales,15,4,Life Sciences,1,Male,30,3,2,Sales Executive,1,Married,2514,7909,1,No,11,3,4,1,10,3,1,2,4,0,3
1109,29,Travel_Rarely,672,Research & Development,6,3,Medical,4,Male,63,2,1,Laboratory Technician,1,Single,2645,11012,1,No,15,3,2,0,9,2,3,5,11,2,2
1114,27,Non-Travel,1224,Research & Development,9,4,Technical Degree,4,Male,57,3,2,Research Scientist,1,Married,5715,16031,7,No,12,3,2,1,15,2,2,8,0,5,2
1117,31,Travel_Rarely,1375,Sales,9,5,Marketing,3,Male,50,2,5,Manager,4,Married,6392,19655,1,No,14,4,3,1,15,3,3,1,7,7,2
1118,46,Travel_Rarely,1445,Research & Development,15,4,Life Sciences,2,Male,52,3,2,Research Scientist,4,Married,2073,8870,7,No,15,3,2,1,12,2,2,10,2,1,7
1122,40,Travel_Rarely,1339,Sales,10,4,Life Sciences,2,Female,93,3,2,Sales Executive,3,Single,5204,21923,5,No,15,3,1,0,6,5,3,14,6,2,0
1136,53,Travel_Rarely,471,Sales,11,4,Life Sciences,4,Male,37,4,4,Manager,1,Single,4541,22376,8,No,13,3,2,0,8,5,1,20,3,0,3
1154,37,Travel_Frequently,829,Sales,1,2,Medical,2,Female,77,3,1,Sales Representative,4,Single,5405,16090,3,Yes,13,3,3,0,23,3,4,5,2,0,2
1156,29,Travel_Rarely,735,Research & Development,2,2,Medical,3,Male,59,2,2,Laboratory Technician,3,Divorced,2844,3140,2,No,14,3,4,1,10,3,3,11,0,0,0
1160,30,Travel_Frequently,1085,Research & Development,17,3,Medical,1,Female,37,3,2,Manufacturing Director,3,Single,3072,4077,4,No,21,3,4,0,10,4,1,1,0,2,0
1197,32,Travel_Rarely,884,Sales,3,2,Life Sciences,4,Male,94,3,3,Sales Executive,3,Single,3172,22807,1,Yes,19,3,4,0,1,2,3,6,3,1,0
1204,25,Travel_Rarely,992,Research & Development,1,4,Medical,2,Male,30,4,3,Healthcare Representative,4,Married,19502,10901,1,No,22,3,3,0,3,4,3,11,2,1,4
1209,53,Travel_Rarely,1151,Research & Development,24,2,Medical,2,Male,45,2,2,Laboratory Technician,4,Married,2585,3156,6,No,17,3,3,1,13,2,4,4,5,2,9
1212,39,Travel_Frequently,140,Sales,23,4,Medical,3,Male,58,1,2,Sales Executive,4,Divorced,5473,17725,4,No,14,3,3,2,28,5,2,7,4,0,2
1221,41,Travel_Rarely,797,Sales,6,4,Life Sciences,3,Female,90,3,2,Sales Representative,4,Single,5163,12313,3,No,14,3,3,0,6,3,2,1,3,1,8
1232,40,Travel_Rarely,436,Research & Development,1,4,Life Sciences,3,Male,100,3,2,Healthcare Representative,2,Single,3944,5151,1,No,13,3,4,0,15,3,3,4,5,1,2
1233,44,Travel_Rarely,622,Research & Development,1,4,Life Sciences,4,Male,86,3,2,Manufacturing Director,3,Married,3420,25811,2,No,11,3,2,1,6,2,3,36,2,2,0
1240,24,Travel_Frequently,189,Research & Development,1,1,Technical Degree,4,Female,96,3,2,Manufacturing Director,4,Single,2406,21731,1,No,11,4,4,0,6,2,2,10,2,0,8
1268,31,Non-Travel,217,Sales,10,3,Life Sciences,4,Male,88,3,2,Sales Executive,3,Divorced,8834,11992,1,Yes,12,3,3,1,8,3,3,8,4,1,4
1291,21,Travel_Frequently,507,Research & Development,26,4,Life Sciences,4,Male,62,3,2,Laboratory Technician,1,Married,3067,7677,1,No,13,3,3,1,4,3,2,12,2,1,3
1295,23,Travel_Rarely,1157,Research & Development,5,3,Life Sciences,2,Male,100,4,2,Healthcare Representative,2,Single,6274,16479,1,No,14,3,1,0,17,2,1,18,3,1,7
1296,26,Travel_Rarely,933,Sales,15,1,Marketing,3,Female,32,3,3,Sales Executive,3,Divorced,3058,7439,1,Yes,15,3,4,1,1,3,4,1,8,5,7
1310,35,Travel_Rarely,1450,Sales,4,3,Medical,3,Male,46,3,2,Sales Executive,4,Single,10527,6004,3,No,21,3,1,0,23,2,3,6,2,1,2
1315,34,Non-Travel,447,Sales,3,4,Life Sciences,3,Female,41,3,2,Sales Executive,3,Married,19586,20925,9,No,12,4,2,2,35,3,4,13,0,1,2
1347,58,Travel_Rarely,572,Research & Development,2,2,Life Sciences,2,Female,83,2,2,Manufacturing Director,4,Married,2657,12430,1,No,19,3,4,2,10,4,2,4,7,0,7
1357,43,Travel_Rarely,970,Sales,1,3,Marketing,3,Female,58,3,2,Sales Executive,2,Married,11031,10849,1,No,17,4,3,1,2,1,3,7,4,1,2
1361,18,Travel_Rarely,1099,Research & Development,4,3,Medical,1,Female,30,4,1,Laboratory Technician,3,Divorced,5309,18787,1,No,11,3,2,1,40,5,2,5,4,0,2
1393,33,Travel_Rarely,697,Sales,20,4,Life Sciences,3,Female,87,3,2,Sales Executive,4,Married,4087,22808,1,Yes,13,3,4,0,28,3,3,0,2,1,2
1396,22,Travel_Frequently,574,Sales,13,4,Marketing,1,Male,52,3,2,Sales Executive,4,Married,16555,20497,0,Yes,16,3,3,0,24,2,3,5,4,2,0
1399,29,Travel_Frequently,793,Research & Development,5,2,Life Sciences,4,Male,57,3,2,Healthcare Representative,3,Divorced,3506,6881,8,No,11,4,3,3,17,1,3,5,0,1,1
1400,40,Travel_Rarely,1005,Research & Development,2,3,Life Sciences,1,Male,48,3,3,Healthcare Representative,3,Married,18880,26551,1,No,11,3,2,1,14,2,3,17,9,1,3
1402,38,Travel_Rarely,878,Human Resources,1,4,Human Resources,3,Male,34,4,5,Manager,2,Married,5071,3458,3,Yes,13,3,1,1,8,2,3,26,9,0,3
1405,49,Non-Travel,857,Research & Development,6,2,Life Sciences,4,Male,36,2,2,Research Scientist,3,Single,4298,16998,8,No,14,3,4,0,8,2,3,2,7,1,7
1406,29,Non-Travel,1443,Research & Development,1,3,Medical,3,Female,42,3,3,Research Director,3,Married,3929,14382,0,No,12,4,3,1,21,2,4,2,5,3,4
1412,28,Travel_Rarely,193,Human Resources,25,3,Human Resources,3,Female,56,3,1,Human Resources,2,Married,3815,23300,0,No,12,3,3,0,20,5,3,5,3,5,4
